A_x [g],A_y [g],A_z [g],G_x [mdps],G_y [mdps],G_z [mdps]
0.516304,-0.059536,0.635376,,,
0.509472,-0.060024,0.634400,,,
0.504592,-0.059536,0.635376,,,
0.506056,-0.059048,0.628544,,,
0.507520,-0.061976,0.630496,,,
0.511424,-0.070272,0.632936,,,
0.504592,-0.068320,0.633912,,,
0.501176,-0.063928,0.630984,,,
0.496784,-0.068808,0.625616,,,
0.492392,-0.068320,0.628544,,,
0.508008,-0.069296,0.632936,,,
0.507520,-0.081496,0.635864,,,
0.492880,-0.078568,0.632936,,,
0.489464,-0.076616,0.628544,,,
0.489464,-0.080032,0.634888,,,
0.488976,-0.085888,0.631960,,,
0.488976,-0.087840,0.627568,,,
0.488000,-0.085400,0.633912,,,
0.487024,-0.087352,0.629520,,,
0.486048,-0.085888,0.634888,,,
0.489464,-0.085888,0.640256,,,
0.485560,-0.084424,0.636840,,,
0.477264,-0.095160,0.635376,,,
0.480680,-0.097600,0.633912,,,
0.483120,-0.093208,0.637816,,,
0.481168,-0.095648,0.640256,,,
0.486048,-0.096136,0.645136,,,
0.490928,-0.103456,0.641720,,,
0.489464,-0.105896,0.642696,,,
0.490928,-0.100528,0.639768,,,
0.490928,-0.103456,0.636840,,,
0.487512,-0.102480,0.641232,,,
0.486536,-0.106384,0.639768,,,
0.482144,-0.107360,0.640256,,,
0.483120,-0.103456,0.636840,,,
0.484096,-0.107360,0.638304,,,
0.480680,-0.105408,0.642696,,,
0.488000,-0.109800,0.641232,,,
0.494832,-0.112728,0.645136,,,
0.493856,-0.114680,0.645624,,,
0.490440,-0.112728,0.641232,,,
0.488000,-0.112240,0.644648,,,
0.490928,-0.114192,0.648064,,,
0.492880,-0.114680,0.651968,,,
